order_id,order_date,product,category,region,channel,customer_id,quantity,unit_price,revenue
10042,2026-06-02,Smartphone,Electronics,North America,Partner,CUST-0042,2,73.41,146.82
10043,2026-04-03,Tablet,Electronics,APAC,Retail,CUST-0105,5,348.35,1741.73
10044,2026-05-05,Smartwatch,Wearables,,Online,CUST-0344,3,703.06,2109.17
10045,2026-05-02,4K Monitor,Electronics,North America,Online,CUST-0235,4,1033.66,4134.66
10046,2026-04-29,Smartphone,Electronics,Europe,Partner,CUST-0136,1,64.08,64.08
10047,2026-02-25,Webcam HD,Accessories,APAC,Retail,CUST-0081,1,1096.3,1096.3
10048,2026-04-06,Ergonomic Chair,Furniture,North America,Partner,CUST-0284,3,652.13,1956.38
10049,2026-03-19,Tablet,Electronics,Europe,Retail,CUST-0060,1,381.18,381.18
10050,2026-06-02,Wireless Mouse,Accessories,APAC,Partner,CUST-0108,5,59.35,296.75
10051,2026-05-11,Webcam HD,Accessories,APAC,Partner,CUST-0251,2,,2094.33
10052,2026-03-13,Laptop Pro,Electronics,,Online,CUST-0002,1,978.27,978.27
10053,2026-03-23,USB-C Hub,Accessories,LATAM,Partner,CUST-0362,3,386.69,1160.07
10054,2026-04-04,Ergonomic Chair,Furniture,Europe,Partner,CUST-0019,1,570.88,570.88
10055,2026-05-26,Webcam HD,Accessories,LATAM,Online,CUST-0022,5,1012.59,5062.94
10056,2026-03-20,Webcam HD,Accessories,Europe,Partner,CUST-0128,1,1101.33,1101.33
10057,2026-05-05,Wireless Mouse,Accessories,LATAM,Partner,CUST-0384,3,69.78,209.33
10058,2026-02-28,Mechanical Keyboard,Accessories,Europe,Retail,CUST-0013,2,391.8,783.6
10059,2026-03-03,Smartwatch,Wearables,LATAM,Partner,CUST-0377,3,808.11,2424.33
10060,2026-05-23,Mechanical Keyboard,Accessories,North America,Retail,CUST-0020,3,318.65,955.96
10061,2026-05-29,Standing Desk,Furniture,LATAM,Retail,CUST-0157,2,142.0,284.01
10062,2026-05-25,Mechanical Keyboard,Accessories,Europe,Retail,CUST-0169,2,306.52,613.04
10063,2026-03-16,Wireless Mouse,Accessories,,Partner,CUST-0275,3,62.62,187.85
10064,2026-03-23,Laptop Pro,Electronics,APAC,Online,CUST-0298,1,1037.14,1037.14
10065,2026-03-14,Laptop Pro,Electronics,APAC,Partner,CUST-0161,1,969.13,969.13
10066,2026-04-05,Smartphone,Electronics,Europe,Retail,CUST-0023,5,64.86,324.32
10067,2026-05-10,Noise-Cancel Headphones,Audio,Europe,Retail,CUST-0221,1,1314.64,1314.64
10068,2026-02-17,Tablet,Electronics,North America,Partner,CUST-0154,3,353.43,1060.3
10069,2026-04-14,4K Monitor,Electronics,APAC,Partner,CUST-0066,4,1036.45,4145.79
10070,2026-03-05,Noise-Cancel Headphones,Audio,Europe,Partner,CUST-0292,4,,5469.72
10071,2026-03-19,Noise-Cancel Headphones,Audio,APAC,Retail,CUST-0108,5,1419.89,7099.43
10072,2026-04-05,Smartphone,Electronics,LATAM,Retail,CUST-0227,5,74.81,374.05
10073,2026-05-06,Mechanical Keyboard,Accessories,Europe,Partner,CUST-0044,5,346.77,1733.83
10074,2026-03-17,Ergonomic Chair,Furniture,Europe,Partner,CUST-0159,5,607.18,3035.91
10075,2026-03-09,Mechanical Keyboard,Accessories,Europe,Retail,CUST-0313,2,306.59,613.18
10076,2026-05-28,Wireless Mouse,Accessories,Europe,Partner,CUST-0357,4,,254.69
10077,2026-03-30,Standing Desk,Furniture,North America,Online,CUST-0399,4,143.76,575.02
10078,2026-04-04,Mechanical Keyboard,Accessories,LATAM,Online,CUST-0286,2,376.39,752.79
10079,2026-03-12,Wireless Mouse,Accessories,LATAM,Partner,CUST-0272,4,58.98,235.92
10080,2026-04-21,Smartphone,Electronics,LATAM,Partner,CUST-0369,3,80.26,240.77
10081,2026-06-03,Ergonomic Chair,Furniture,LATAM,Online,CUST-0381,4,687.71,2750.84
10082,2026-05-30,Standing Desk,Furniture,Europe,Partner,CUST-0142,4,144.36,577.42
10083,2026-05-18,Ergonomic Chair,Furniture,APAC,Retail,CUST-0040,4,654.58,2618.31
10084,2026-05-11,4K Monitor,Electronics,APAC,Partner,CUST-0042,2,1021.3,2042.59
10085,2026-02-26,USB-C Hub,Accessories,Europe,Partner,CUST-0110,2,410.73,821.47
10086,2026-02-17,Noise-Cancel Headphones,Audio,LATAM,Retail,CUST-0032,4,1251.24,5004.98
10087,2026-03-07,Noise-Cancel Headphones,Audio,North America,Partner,CUST-0195,4,1443.74,5774.94
10088,2026-04-11,Laptop Pro,Electronics,LATAM,Retail,CUST-0276,3,896.88,2690.63
10089,2026-05-15,Smartwatch,Wearables,Europe,Retail,CUST-0113,5,811.49,4057.44
10090,2026-03-15,Noise-Cancel Headphones,Audio,,Partner,CUST-0348,4,1150.01,4600.04
10091,2026-05-22,Noise-Cancel Headphones,Audio,Europe,Partner,CUST-0274,2,1422.16,2844.32
10092,2026-02-12,Noise-Cancel Headphones,Audio,North America,Online,CUST-0330,5,1329.56,6647.79
10093,2026-04-04,USB-C Hub,Accessories,APAC,Retail,CUST-0168,4,388.88,1555.51
10094,2026-03-08,Standing Desk,Furniture,LATAM,Retail,CUST-0386,3,147.44,442.33
10095,2026-05-26,Noise-Cancel Headphones,Audio,,Online,CUST-0384,3,1420.28,4260.85
10096,2026-04-19,Laptop Pro,Electronics,North America,Partner,CUST-0021,3,878.84,2636.51
10097,2026-05-16,Laptop Pro,Electronics,North America,Partner,CUST-0079,2,872.81,1745.62
10098,2026-03-11,USB-C Hub,Accessories,Europe,Retail,CUST-0359,4,441.83,1767.33
10099,2026-03-13,Webcam HD,Accessories,North America,Online,CUST-0160,2,1026.26,2052.52
10100,2026-02-22,Smartphone,Electronics,LATAM,Retail,CUST-0367,1,79.87,79.87
10101,2026-03-06,Wireless Mouse,Accessories,Europe,Online,CUST-0357,5,68.28,341.41
10102,2026-05-18,4K Monitor,Electronics,North America,Retail,CUST-0273,5,1169.78,5848.89
10103,2026-04-04,Tablet,Electronics,APAC,Online,CUST-0216,3,304.75,914.24
10104,2026-05-25,Standing Desk,Furniture,APAC,Partner,CUST-0236,1,151.23,151.23
10105,2026-05-10,USB-C Hub,Accessories,APAC,Partner,CUST-0276,4,388.27,1553.08
10106,2026-05-19,Standing Desk,Furniture,APAC,Retail,CUST-0126,4,151.31,605.25
10107,2026-05-26,Wireless Mouse,Accessories,Europe,Retail,CUST-0292,3,71.47,214.41
10108,2026-04-28,Tablet,Electronics,LATAM,Retail,CUST-0094,4,328.24,1312.97
10109,2026-04-12,Mechanical Keyboard,Accessories,APAC,Retail,CUST-0306,3,375.83,1127.5
10110,2026-05-09,4K Monitor,Electronics,Europe,Online,CUST-0124,5,948.54,4742.71
10111,2026-05-12,Noise-Cancel Headphones,Audio,Europe,Partner,CUST-0244,4,1326.47,5305.87
10112,2026-05-02,Smartwatch,Wearables,North America,Online,CUST-0151,4,743.53,2974.14
10113,2026-03-09,Noise-Cancel Headphones,Audio,APAC,Retail,CUST-0284,2,1242.97,2485.94
10114,2026-04-17,Webcam HD,Accessories,APAC,Retail,CUST-0360,4,1126.36,4505.45
10115,2026-04-08,4K Monitor,Electronics,North America,Partner,CUST-0099,3,1015.65,3046.94
10116,2026-03-21,Wireless Mouse,Accessories,Europe,Online,CUST-0111,5,72.63,363.14
10117,2026-05-14,Standing Desk,Furniture,APAC,Online,CUST-0100,3,162.71,488.14
10118,2026-03-18,Mechanical Keyboard,Accessories,North America,Partner,CUST-0274,3,320.47,961.4
10119,2026-02-25,4K Monitor,Electronics,APAC,Partner,CUST-0065,1,1216.72,1216.72
10120,2026-05-01,Standing Desk,Furniture,APAC,Retail,CUST-0246,1,168.56,168.56
10121,2026-04-06,Webcam HD,Accessories,APAC,Retail,CUST-0059,2,1118.39,2236.77
10122,2026-05-25,Wireless Mouse,Accessories,North America,Online,CUST-0077,4,64.96,259.85
10123,2026-05-23,Smartphone,Electronics,Europe,Online,CUST-0286,3,64.3,192.9
10124,2026-05-17,Noise-Cancel Headphones,Audio,Europe,Partner,CUST-0195,5,1340.2,6701.01
10125,2026-04-07,Standing Desk,Furniture,LATAM,Retail,CUST-0292,3,168.06,504.19
10126,2026-04-29,Laptop Pro,Electronics,North America,Online,CUST-0321,5,1057.28,5286.41
10127,2026-03-08,4K Monitor,Electronics,Europe,Partner,CUST-0039,1,989.4,989.4
10128,2026-03-01,Laptop Pro,Electronics,LATAM,Retail,CUST-0017,4,933.71,3734.83
10129,2026-03-10,4K Monitor,Electronics,LATAM,Online,CUST-0352,3,1141.26,3423.77
10130,2026-03-10,4K Monitor,Electronics,Europe,Retail,CUST-0059,5,1129.63,5648.14
10131,2026-04-19,Mechanical Keyboard,Accessories,Europe,Online,CUST-0031,2,385.73,771.46
10132,2026-03-02,4K Monitor,Electronics,APAC,Retail,CUST-0064,5,1154.04,5770.21
10133,2026-04-09,Smartwatch,Wearables,APAC,Partner,CUST-0277,3,792.14,2376.42
10134,2026-04-13,Standing Desk,Furniture,LATAM,Partner,CUST-0166,1,157.72,157.72
10135,2026-04-27,4K Monitor,Electronics,North America,Partner,CUST-0138,1,971.12,971.12
10136,2026-04-23,Laptop Pro,Electronics,LATAM,Retail,CUST-0093,2,938.56,1877.12
10137,2026-04-24,Noise-Cancel Headphones,Audio,LATAM,Retail,CUST-0210,4,1465.27,5861.09
10138,2026-03-23,Webcam HD,Accessories,APAC,Retail,CUST-0356,1,1090.78,1090.78
10139,2026-04-13,4K Monitor,Electronics,North America,Retail,CUST-0046,4,1172.01,4688.06
10140,2026-03-21,4K Monitor,Electronics,LATAM,Partner,CUST-0001,3,977.96,2933.89
10141,2026-05-04,Ergonomic Chair,Furniture,Europe,Partner,CUST-0186,4,619.87,2479.49
10142,2026-04-29,Standing Desk,Furniture,Europe,Retail,CUST-0282,4,164.11,656.45
10143,2026-02-25,4K Monitor,Electronics,LATAM,Online,CUST-0015,4,1190.73,4762.91
10144,2026-04-30,Smartphone,Electronics,,Partner,CUST-0008,2,75.83,151.65
10145,2026-04-20,Noise-Cancel Headphones,Audio,North America,Retail,CUST-0061,1,1215.63,1215.63
10146,2026-05-02,USB-C Hub,Accessories,APAC,Partner,CUST-0362,4,470.41,1881.63
10147,2026-03-15,Noise-Cancel Headphones,Audio,Europe,Retail,CUST-0283,4,1469.02,5876.1
10148,2026-02-27,Noise-Cancel Headphones,Audio,Europe,Online,CUST-0142,2,1449.45,2898.89
10149,2026-05-18,Noise-Cancel Headphones,Audio,APAC,Online,CUST-0145,3,1453.6,4360.8
10150,2026-05-12,4K Monitor,Electronics,LATAM,Online,CUST-0229,5,1107.03,5535.13
10151,2026-04-18,Standing Desk,Furniture,LATAM,Retail,CUST-0165,3,147.24,441.73
10152,2026-05-31,Mechanical Keyboard,Accessories,Europe,Retail,CUST-0023,2,355.6,711.19
10153,2026-03-21,Smartwatch,Wearables,LATAM,Retail,CUST-0340,4,793.2,3172.81
10154,2026-05-21,Tablet,Electronics,North America,Online,CUST-0258,2,342.2,684.41
10155,2026-04-25,Webcam HD,Accessories,LATAM,Online,CUST-0270,1,1094.99,1094.99
10156,2026-06-05,Standing Desk,Furniture,LATAM,Partner,CUST-0080,1,162.63,162.63
10157,2026-02-18,Standing Desk,Furniture,LATAM,Partner,CUST-0042,3,147.49,442.46
10158,2026-05-29,Webcam HD,Accessories,APAC,Partner,CUST-0368,5,968.39,4841.96
10159,2026-06-02,Standing Desk,Furniture,North America,Online,CUST-0324,5,135.55,677.73
10160,2026-05-07,4K Monitor,Electronics,LATAM,Online,CUST-0390,2,1153.43,2306.87
10161,2026-05-01,Smartwatch,Wearables,APAC,Online,CUST-0024,1,742.67,742.67
10162,2026-03-22,Laptop Pro,Electronics,LATAM,Online,CUST-0126,3,911.39,2734.17
10163,2026-04-17,Noise-Cancel Headphones,Audio,Europe,Online,CUST-0090,5,1368.93,6844.67
10164,2026-02-19,Smartphone,Electronics,Europe,Retail,CUST-0299,4,74.16,296.65
10165,2026-02-27,Mechanical Keyboard,Accessories,LATAM,Retail,CUST-0342,4,361.51,1446.05
10166,2026-02-10,Standing Desk,Furniture,Europe,Online,CUST-0227,3,160.86,482.59
10167,2026-03-25,Smartphone,Electronics,LATAM,Partner,CUST-0129,3,74.52,223.56
10168,2026-04-08,4K Monitor,Electronics,LATAM,Online,CUST-0122,2,1223.7,2447.39
10169,2026-03-29,Smartphone,Electronics,APAC,Online,CUST-0338,3,73.34,220.01
10170,2026-03-31,4K Monitor,Electronics,North America,Partner,CUST-0382,1,1103.13,1103.13
10171,2026-04-13,4K Monitor,Electronics,APAC,Online,CUST-0326,2,1114.58,2229.15
10172,2026-03-05,Smartphone,Electronics,Europe,Partner,CUST-0050,3,75.23,225.7
10173,2026-06-04,Tablet,Electronics,LATAM,Online,CUST-0297,1,325.83,325.83
10174,2026-03-27,Smartwatch,Wearables,APAC,Retail,CUST-0383,2,674.35,1348.71
10175,2026-04-03,USB-C Hub,Accessories,APAC,Partner,CUST-0257,2,383.5,766.99
10176,2026-06-05,4K Monitor,Electronics,LATAM,Retail,CUST-0383,2,1017.2,2034.39
10177,2026-05-31,Webcam HD,Accessories,North America,Online,CUST-0387,1,991.02,991.02
10178,2026-03-09,Tablet,Electronics,APAC,Online,CUST-0203,4,383.66,1534.66
10179,2026-02-10,4K Monitor,Electronics,APAC,Partner,CUST-0384,5,980.1,4900.48
10180,2026-05-06,4K Monitor,Electronics,APAC,Online,CUST-0346,5,1051.7,5258.51
10181,2026-03-10,Standing Desk,Furniture,APAC,Partner,CUST-0114,1,158.57,158.57
10182,2026-05-02,Wireless Mouse,Accessories,APAC,Partner,CUST-0210,4,71.93,287.74
10183,2026-02-23,USB-C Hub,Accessories,APAC,Retail,CUST-0060,1,471.88,471.88
10184,2026-02-21,Mechanical Keyboard,Accessories,,Retail,CUST-0344,5,316.55,1582.74
10185,2026-05-15,Smartwatch,Wearables,Europe,Retail,CUST-0336,5,737.92,3689.61
10186,2026-02-21,Standing Desk,Furniture,,Online,CUST-0354,5,150.23,751.15
10187,2026-03-28,Mechanical Keyboard,Accessories,Europe,Retail,CUST-0051,4,344.22,1376.86
10188,2026-05-07,Webcam HD,Accessories,APAC,Online,CUST-0204,5,1102.04,5510.2
10189,2026-03-16,Mechanical Keyboard,Accessories,LATAM,Online,CUST-0340,1,389.37,389.37
10190,2026-03-08,Tablet,Electronics,North America,Retail,CUST-0125,5,384.0,1920.0
10191,2026-02-25,Smartphone,Electronics,Europe,Partner,CUST-0111,2,64.0,127.99
10192,2026-05-24,Mechanical Keyboard,Accessories,North America,Retail,CUST-0075,3,373.73,1121.19
10193,2026-02-25,Ergonomic Chair,Furniture,North America,Partner,CUST-0014,3,682.5,2047.5
10194,2026-02-25,Laptop Pro,Electronics,Europe,Partner,CUST-0166,3,1016.03,3048.09
10195,2026-02-11,USB-C Hub,Accessories,LATAM,Partner,CUST-0059,3,374.84,1124.51
10196,2026-05-15,Wireless Mouse,Accessories,APAC,Partner,CUST-0304,4,64.24,256.95
10197,2026-02-22,Standing Desk,Furniture,North America,Partner,CUST-0338,5,142.87,714.35
10198,2026-04-16,4K Monitor,Electronics,North America,Online,CUST-0246,4,1124.67,4498.66
10199,2026-05-28,Noise-Cancel Headphones,Audio,LATAM,Partner,CUST-0228,4,1370.37,5481.5
10200,2026-02-18,Wireless Mouse,Accessories,North America,Online,CUST-0141,3,66.91,200.73
10201,2026-04-29,Tablet,Electronics,APAC,Retail,CUST-0306,5,346.86,1734.32
10202,2026-04-17,4K Monitor,Electronics,LATAM,Online,CUST-0360,4,1086.34,4345.36
10203,2026-02-23,Tablet,Electronics,Europe,Retail,CUST-0232,5,362.02,1810.08
10204,2026-06-02,Mechanical Keyboard,Accessories,LATAM,Retail,CUST-0213,4,334.75,1338.99
10205,2026-05-13,Wireless Mouse,Accessories,APAC,Retail,CUST-0079,3,63.88,191.63
10206,2026-05-07,Standing Desk,Furniture,,Online,CUST-0222,1,137.73,137.73
10207,2026-02-21,Smartwatch,Wearables,North America,Partner,CUST-0288,3,813.79,2441.36
10208,2026-04-21,Webcam HD,Accessories,LATAM,Partner,CUST-0027,1,976.28,976.28
10209,2026-03-17,Smartphone,Electronics,Europe,Online,CUST-0337,3,69.22,207.65
10210,2026-04-11,Mechanical Keyboard,Accessories,APAC,Online,CUST-0391,1,335.75,335.75
10211,2026-03-16,Smartphone,Electronics,North America,Partner,CUST-0337,2,77.62,155.25
10212,2026-05-26,Smartwatch,Wearables,APAC,Partner,CUST-0391,3,662.53,1987.6
10213,2026-03-20,Webcam HD,Accessories,Europe,Partner,CUST-0337,3,872.6,2617.81
10214,2026-04-01,Wireless Mouse,Accessories,North America,Online,CUST-0383,2,69.12,138.25
10215,2026-04-17,Mechanical Keyboard,Accessories,APAC,Online,CUST-0190,4,341.99,1367.96
10216,2026-03-20,Smartwatch,Wearables,North America,Online,CUST-0080,3,807.04,2421.11
10217,2026-03-01,Smartphone,Electronics,APAC,Retail,CUST-0339,1,75.16,75.16
10218,2026-04-04,Standing Desk,Furniture,APAC,Online,CUST-0387,5,151.57,757.84
10219,2026-04-15,Wireless Mouse,Accessories,APAC,Partner,CUST-0348,3,63.93,191.79
10220,2026-04-25,Standing Desk,Furniture,North America,Online,CUST-0203,5,,802.24
10221,2026-04-26,Laptop Pro,Electronics,Europe,Online,CUST-0392,1,874.04,874.04
10222,2026-03-13,4K Monitor,Electronics,LATAM,Partner,CUST-0221,3,979.09,2937.28
10223,2026-03-03,USB-C Hub,Accessories,Europe,Partner,CUST-0287,4,426.97,1707.88
10224,2026-05-26,Tablet,Electronics,North America,Retail,CUST-0010,3,305.02,915.07
10225,2026-04-08,Wireless Mouse,Accessories,LATAM,Partner,CUST-0328,3,66.37,199.1
10226,2026-04-03,4K Monitor,Electronics,APAC,Online,CUST-0317,1,1058.38,1058.38
10227,2026-04-08,Smartwatch,Wearables,North America,Online,CUST-0224,3,673.97,2021.9
10228,2026-04-25,Noise-Cancel Headphones,Audio,APAC,Partner,CUST-0174,5,1166.65,5833.26
10229,2026-03-09,Webcam HD,Accessories,North America,Partner,CUST-0262,2,890.6,1781.21
10230,2026-03-05,Webcam HD,Accessories,Europe,Online,CUST-0053,3,1057.38,3172.15
10231,2026-02-27,4K Monitor,Electronics,Europe,Partner,CUST-0039,2,993.98,1987.96
10232,2026-03-03,Tablet,Electronics,LATAM,Partner,CUST-0290,4,339.45,1357.79
10233,2026-05-02,Tablet,Electronics,APAC,Online,CUST-0226,5,327.08,1635.42
10234,2026-02-17,Standing Desk,Furniture,APAC,Partner,CUST-0029,4,159.04,636.15
10235,2026-03-26,Ergonomic Chair,Furniture,LATAM,Online,CUST-0030,1,603.15,603.15
10236,2026-03-28,4K Monitor,Electronics,North America,Partner,CUST-0305,1,1125.03,1125.03
10237,2026-04-14,Noise-Cancel Headphones,Audio,North America,Retail,CUST-0293,4,1334.9,5339.61
10238,2026-05-03,Mechanical Keyboard,Accessories,Europe,Online,CUST-0231,3,358.57,1075.7
10239,2026-02-22,Webcam HD,Accessories,Europe,Online,CUST-0127,1,1000.3,1000.3
10240,2026-05-10,Standing Desk,Furniture,Europe,Retail,CUST-0191,4,154.8,619.22
10241,2026-06-06,4K Monitor,Electronics,APAC,Partner,CUST-0307,4,1059.42,4237.67
10242,2026-02-15,Tablet,Electronics,North America,Partner,CUST-0348,3,304.48,913.44
10243,2026-03-30,4K Monitor,Electronics,Europe,Retail,CUST-0042,3,1147.03,3441.08
10244,2026-04-24,Tablet,Electronics,APAC,Partner,CUST-0358,2,379.23,758.45
10245,2026-05-04,Noise-Cancel Headphones,Audio,North America,Retail,CUST-0287,2,1339.84,2679.67
10246,2026-03-29,Tablet,Electronics,North America,Partner,CUST-0344,3,370.13,1110.38
10247,2026-04-04,Ergonomic Chair,Furniture,APAC,Online,CUST-0110,3,555.66,1666.98
10248,2026-03-24,Standing Desk,Furniture,,Online,CUST-0040,2,143.07,286.13
10249,2026-03-18,Wireless Mouse,Accessories,North America,Partner,CUST-0173,5,69.62,348.11
10250,2026-06-01,Smartphone,Electronics,Europe,Online,CUST-0093,2,73.75,147.5
10251,2026-05-26,Smartwatch,Wearables,,Partner,CUST-0225,5,813.26,4066.3
10252,2026-02-14,Noise-Cancel Headphones,Audio,Europe,Retail,CUST-0313,3,1367.11,4101.33
10253,2026-03-17,Smartwatch,Wearables,Europe,Retail,CUST-0241,4,702.15,2808.61
10254,2026-06-04,Mechanical Keyboard,Accessories,LATAM,Retail,CUST-0394,3,365.13,1095.39
10255,2026-03-17,Noise-Cancel Headphones,Audio,Europe,Online,CUST-0310,5,1317.17,6585.86
10256,2026-02-26,4K Monitor,Electronics,APAC,Partner,CUST-0053,1,1124.06,1124.06
10257,2026-05-11,Ergonomic Chair,Furniture,Europe,Retail,CUST-0231,1,599.03,599.03
10258,2026-06-04,Ergonomic Chair,Furniture,North America,Online,CUST-0231,2,687.79,1375.58
10259,2026-06-02,Webcam HD,Accessories,LATAM,Partner,CUST-0192,1,,977.33
10260,2026-03-11,Noise-Cancel Headphones,Audio,North America,Retail,CUST-0051,1,1266.01,1266.01
10261,2026-05-27,Smartwatch,Wearables,Europe,Online,CUST-0147,3,809.85,2429.54
10262,2026-06-06,Standing Desk,Furniture,LATAM,Retail,CUST-0316,2,164.07,328.13
10263,2026-02-09,Wireless Mouse,Accessories,Europe,Partner,CUST-0373,1,61.03,61.03
10264,2026-04-27,Ergonomic Chair,Furniture,APAC,Online,CUST-0155,4,570.77,2283.08
10265,2026-02-24,Laptop Pro,Electronics,LATAM,Online,CUST-0057,2,926.27,1852.54
10266,2026-05-27,Standing Desk,Furniture,Europe,Partner,CUST-0074,5,155.28,776.39
10267,2026-03-18,Noise-Cancel Headphones,Audio,Europe,Partner,CUST-0214,1,1346.47,1346.47
10268,2026-03-04,Tablet,Electronics,APAC,Online,CUST-0270,1,344.68,344.68
10269,2026-04-19,Ergonomic Chair,Furniture,LATAM,Retail,CUST-0023,5,642.78,3213.89
10270,2026-05-01,Noise-Cancel Headphones,Audio,North America,Retail,CUST-0035,3,1225.34,3676.03
10271,2026-03-25,Mechanical Keyboard,Accessories,,Online,CUST-0023,1,373.47,373.47
10272,2026-03-26,Ergonomic Chair,Furniture,Europe,Partner,CUST-0238,3,684.94,2054.81
10273,2026-05-09,Standing Desk,Furniture,North America,Partner,CUST-0398,2,166.14,332.29
10274,2026-04-08,Laptop Pro,Electronics,,Online,CUST-0162,3,873.35,2620.05
10275,2026-06-08,4K Monitor,Electronics,LATAM,Retail,CUST-0019,5,1056.49,5282.43
10276,2026-05-16,Tablet,Electronics,North America,Partner,CUST-0170,2,323.82,647.65
10277,2026-03-15,Wireless Mouse,Accessories,LATAM,Partner,CUST-0226,3,64.05,192.14
10278,2026-06-03,Noise-Cancel Headphones,Audio,LATAM,Partner,CUST-0255,3,1466.84,4400.51
10279,2026-03-28,Ergonomic Chair,Furniture,LATAM,Online,CUST-0221,3,682.93,2048.78
10280,2026-04-27,USB-C Hub,Accessories,North America,Online,CUST-0168,5,401.04,2005.21
10281,2026-05-04,4K Monitor,Electronics,LATAM,Online,CUST-0354,3,1069.75,3209.25
10282,2026-04-06,Webcam HD,Accessories,APAC,Partner,CUST-0223,4,881.89,3527.55
10283,2026-03-16,Tablet,Electronics,LATAM,Retail,CUST-0263,1,305.28,305.28
10284,2026-05-22,Smartwatch,Wearables,Europe,Partner,CUST-0348,2,841.04,1682.07
10285,2026-05-20,Standing Desk,Furniture,Europe,Partner,CUST-0188,1,139.11,139.11
